# --------------------------------------------------
# nrow : 1837
# ncol : 15
# author : Julien Lerat, CSIRO Enviromment
# description : Main towns
# reference : Lerat and Vaze (2024), Nature, submitted
# time_generated : 2024-12-02 16:29:33
# --------------------------------------------------
UCL_CODE21,NAME,SSR_CODE21,SSR_NAME21,SOS_CODE21,SOS_NAME21,STE_CODE21,STE_NAME21,AUS_CODE21,AUS_NAME21,AREASQKM21,LOCI_URI21,xcoord,ycoord,POPULATION_MIN
122121,Spring Hill,122,499 or less,12,Bounded Locality,1,New South Wales,AUS,Australia,0.35520,https://linked.data.gov.au/dataset/asgsed3/UCL/122121,149.15311,-33.39873,499.00000
122122,Stanwell Tops,122,499 or less,12,Bounded Locality,1,New South Wales,AUS,Australia,1.27490,https://linked.data.gov.au/dataset/asgsed3/UCL/122122,150.97149,-34.22232,499.00000
122123,Stockinbingal,122,499 or less,12,Bounded Locality,1,New South Wales,AUS,Australia,1.41680,https://linked.data.gov.au/dataset/asgsed3/UCL/122123,147.88151,-34.49856,499.00000
122124,Sutton,122,499 or less,12,Bounded Locality,1,New South Wales,AUS,Australia,1.56990,https://linked.data.gov.au/dataset/asgsed3/UCL/122124,149.25942,-35.16342,499.00000
122125,Talbingo,122,499 or less,12,Bounded Locality,1,New South Wales,AUS,Australia,1.03610,https://linked.data.gov.au/dataset/asgsed3/UCL/122125,148.30130,-35.58243,499.00000
122126,Tapitallee,122,499 or less,12,Bounded Locality,1,New South Wales,AUS,Australia,0.83750,https://linked.data.gov.au/dataset/asgsed3/UCL/122126,150.54436,-34.83667,499.00000
122127,Taralga,122,499 or less,12,Bounded Locality,1,New South Wales,AUS,Australia,1.56400,https://linked.data.gov.au/dataset/asgsed3/UCL/122127,149.82095,-34.40076,499.00000
122128,Tarcutta,122,499 or less,12,Bounded Locality,1,New South Wales,AUS,Australia,1.42530,https://linked.data.gov.au/dataset/asgsed3/UCL/122128,147.74295,-35.27577,499.00000
122129,Tarraganda,122,499 or less,12,Bounded Locality,1,New South Wales,AUS,Australia,5.99600,https://linked.data.gov.au/dataset/asgsed3/UCL/122129,149.86197,-36.66119,499.00000
122130,Telegraph Point,122,499 or less,12,Bounded Locality,1,New South Wales,AUS,Australia,2.06020,https://linked.data.gov.au/dataset/asgsed3/UCL/122130,152.79039,-31.32562,499.00000
122131,Thredbo Village,122,499 or less,12,Bounded Locality,1,New South Wales,AUS,Australia,1.08560,https://linked.data.gov.au/dataset/asgsed3/UCL/122131,148.30582,-36.50339,499.00000
122132,Tingha,122,499 or less,12,Bounded Locality,1,New South Wales,AUS,Australia,2.40400,https://linked.data.gov.au/dataset/asgsed3/UCL/122132,151.21121,-29.95026,499.00000
122133,Tomago,122,499 or less,12,Bounded Locality,1,New South Wales,AUS,Australia,34.92730,https://linked.data.gov.au/dataset/asgsed3/UCL/122133,151.73798,-32.82082,499.00000
122134,Tomerong,122,499 or less,12,Bounded Locality,1,New South Wales,AUS,Australia,0.77380,https://linked.data.gov.au/dataset/asgsed3/UCL/122134,150.58604,-35.05413,499.00000
122135,Tooleybuc,122,499 or less,12,Bounded Locality,1,New South Wales,AUS,Australia,1.18030,https://linked.data.gov.au/dataset/asgsed3/UCL/122135,143.33753,-35.02871,499.00000
122136,Toomelah,122,499 or less,12,Bounded Locality,1,New South Wales,AUS,Australia,2.00770,https://linked.data.gov.au/dataset/asgsed3/UCL/122136,150.47451,-28.66778,499.00000
122137,Tottenham,122,499 or less,12,Bounded Locality,1,New South Wales,AUS,Australia,1.38320,https://linked.data.gov.au/dataset/asgsed3/UCL/122137,147.35358,-32.24250,499.00000
122138,Trundle,122,499 or less,12,Bounded Locality,1,New South Wales,AUS,Australia,2.70580,https://linked.data.gov.au/dataset/asgsed3/UCL/122138,147.70542,-32.92241,499.00000
122139,Tucabia,122,499 or less,12,Bounded Locality,1,New South Wales,AUS,Australia,1.13150,https://linked.data.gov.au/dataset/asgsed3/UCL/122139,153.10793,-29.66461,499.00000
122140,Tullamore,122,499 or less,12,Bounded Locality,1,New South Wales,AUS,Australia,1.16720,https://linked.data.gov.au/dataset/asgsed3/UCL/122140,147.56888,-32.63204,499.00000
122141,Tumbulgum,122,499 or less,12,Bounded Locality,1,New South Wales,AUS,Australia,0.33830,https://linked.data.gov.au/dataset/asgsed3/UCL/122141,153.46263,-28.27420,499.00000
122142,Tyalgum,122,499 or less,12,Bounded Locality,1,New South Wales,AUS,Australia,0.54780,https://linked.data.gov.au/dataset/asgsed3/UCL/122142,153.20622,-28.35697,499.00000
122143,Uki,122,499 or less,12,Bounded Locality,1,New South Wales,AUS,Australia,0.49620,https://linked.data.gov.au/dataset/asgsed3/UCL/122143,153.33575,-28.41471,499.00000
122144,Ulmarra,122,499 or less,12,Bounded Locality,1,New South Wales,AUS,Australia,1.29710,https://linked.data.gov.au/dataset/asgsed3/UCL/122144,153.02946,-29.62972,499.00000
122145,Ungarie,122,499 or less,12,Bounded Locality,1,New South Wales,AUS,Australia,1.52480,https://linked.data.gov.au/dataset/asgsed3/UCL/122145,146.97697,-33.64177,499.00000
122146,Urana,122,499 or less,12,Bounded Locality,1,New South Wales,AUS,Australia,4.42580,https://linked.data.gov.au/dataset/asgsed3/UCL/122146,146.27642,-35.33031,499.00000
122147,Urbenville,122,499 or less,12,Bounded Locality,1,New South Wales,AUS,Australia,0.76660,https://linked.data.gov.au/dataset/asgsed3/UCL/122147,152.54541,-28.47246,499.00000
122148,Wallabadah,122,499 or less,12,Bounded Locality,1,New South Wales,AUS,Australia,6.47120,https://linked.data.gov.au/dataset/asgsed3/UCL/122148,150.82118,-31.53444,499.00000
122149,Whitton,122,499 or less,12,Bounded Locality,1,New South Wales,AUS,Australia,1.18170,https://linked.data.gov.au/dataset/asgsed3/UCL/122149,146.18204,-34.51463,499.00000
122150,Wolumla,122,499 or less,12,Bounded Locality,1,New South Wales,AUS,Australia,0.60660,https://linked.data.gov.au/dataset/asgsed3/UCL/122150,149.81142,-36.83136,499.00000
122151,Woodenbong,122,499 or less,12,Bounded Locality,1,New South Wales,AUS,Australia,0.82780,https://linked.data.gov.au/dataset/asgsed3/UCL/122151,152.60964,-28.39020,499.00000
122152,Woodstock,122,499 or less,12,Bounded Locality,1,New South Wales,AUS,Australia,1.28100,https://linked.data.gov.au/dataset/asgsed3/UCL/122152,148.84665,-33.74559,499.00000
122153,Woollamia,122,499 or less,12,Bounded Locality,1,New South Wales,AUS,Australia,7.32560,https://linked.data.gov.au/dataset/asgsed3/UCL/122153,150.65180,-35.01677,499.00000
122154,Wooloweyah,122,499 or less,12,Bounded Locality,1,New South Wales,AUS,Australia,0.33350,https://linked.data.gov.au/dataset/asgsed3/UCL/122154,153.34481,-29.47866,499.00000
122155,Wyalong,122,499 or less,12,Bounded Locality,1,New South Wales,AUS,Australia,7.54540,https://linked.data.gov.au/dataset/asgsed3/UCL/122155,147.24113,-33.92208,499.00000
122156,Yanco,122,499 or less,12,Bounded Locality,1,New South Wales,AUS,Australia,1.24860,https://linked.data.gov.au/dataset/asgsed3/UCL/122156,146.40991,-34.59873,499.00000
122157,Yarramundi,122,499 or less,12,Bounded Locality,1,New South Wales,AUS,Australia,1.09360,https://linked.data.gov.au/dataset/asgsed3/UCL/122157,150.66252,-33.63353,499.00000
122158,Yeoval,122,499 or less,12,Bounded Locality,1,New South Wales,AUS,Australia,0.96580,https://linked.data.gov.au/dataset/asgsed3/UCL/122158,148.64734,-32.74826,499.00000
131001,Remainder of State/Territory,131,Remainder of State/Territory,13,Rural Balance,1,New South Wales,AUS,Australia,793900.27060,https://linked.data.gov.au/dataset/asgsed3/UCL/131001,146.97680,-32.15598,
179997,Migratory,179,Migratory - Offshore - Shipping (NSW),17,Migratory - Offshore - Shipping (NSW),1,New South Wales,AUS,Australia,,https://linked.data.gov.au/dataset/asgsed3/UCL/179997,,,
199994,No usual address,199,No usual address (NSW),19,No usual address (NSW),1,New South Wales,AUS,Australia,,https://linked.data.gov.au/dataset/asgsed3/UCL/199994,,,
201001,Melbourne,201,1 million or more,20,Major Urban,2,Victoria,AUS,Australia,2880.57250,https://linked.data.gov.au/dataset/asgsed3/UCL/201001,145.07702,-37.89255,1000000.00000
203001,Ballarat,203,"100,000 to 249,999",20,Major Urban,2,Victoria,AUS,Australia,132.23640,https://linked.data.gov.au/dataset/asgsed3/UCL/203001,143.84171,-37.56651,100000.00000
203002,Bendigo,203,"100,000 to 249,999",20,Major Urban,2,Victoria,AUS,Australia,162.38640,https://linked.data.gov.au/dataset/asgsed3/UCL/203002,144.28513,-36.75670,100000.00000
203003,Geelong,203,"100,000 to 249,999",20,Major Urban,2,Victoria,AUS,Australia,165.58440,https://linked.data.gov.au/dataset/asgsed3/UCL/203003,144.35733,-38.16575,100000.00000
211001,Albury,211,"50,000 to 99,999",21,Other Urban,2,Victoria,AUS,Australia,54.19410,https://linked.data.gov.au/dataset/asgsed3/UCL/211001,146.88231,-36.12246,50000.00000
211002,Melton,211,"50,000 to 99,999",21,Other Urban,2,Victoria,AUS,Australia,57.10010,https://linked.data.gov.au/dataset/asgsed3/UCL/211002,144.58083,-37.69403,50000.00000
212001,Bacchus Marsh,212,"20,000 to 49,999",21,Other Urban,2,Victoria,AUS,Australia,18.61250,https://linked.data.gov.au/dataset/asgsed3/UCL/212001,144.42708,-37.66823,20000.00000
212002,Echuca,212,"20,000 to 49,999",21,Other Urban,2,Victoria,AUS,Australia,25.84930,https://linked.data.gov.au/dataset/asgsed3/UCL/212002,144.74735,-36.13671,20000.00000
212003,Mildura,212,"20,000 to 49,999",21,Other Urban,2,Victoria,AUS,Australia,41.34320,https://linked.data.gov.au/dataset/asgsed3/UCL/212003,142.15346,-34.19354,20000.00000
212004,Ocean Grove,212,"20,000 to 49,999",21,Other Urban,2,Victoria,AUS,Australia,20.48810,https://linked.data.gov.au/dataset/asgsed3/UCL/212004,144.52244,-38.26219,20000.00000
212005,Shepparton,212,"20,000 to 49,999",21,Other Urban,2,Victoria,AUS,Australia,62.34140,https://linked.data.gov.au/dataset/asgsed3/UCL/212005,145.40397,-36.38594,20000.00000
212006,Sunbury,212,"20,000 to 49,999",21,Other Urban,2,Victoria,AUS,Australia,30.70940,https://linked.data.gov.au/dataset/asgsed3/UCL/212006,144.72334,-37.57170,20000.00000
212007,Torquay,212,"20,000 to 49,999",21,Other Urban,2,Victoria,AUS,Australia,38.98950,https://linked.data.gov.au/dataset/asgsed3/UCL/212007,144.31854,-38.31170,20000.00000
212008,Traralgon,212,"20,000 to 49,999",21,Other Urban,2,Victoria,AUS,Australia,29.09760,https://linked.data.gov.au/dataset/asgsed3/UCL/212008,146.52584,-38.19627,20000.00000
212009,Warrnambool,212,"20,000 to 49,999",21,Other Urban,2,Victoria,AUS,Australia,52.42520,https://linked.data.gov.au/dataset/asgsed3/UCL/212009,142.48350,-38.37549,20000.00000
213001,Bairnsdale,213,"10,000 to 19,999",21,Other Urban,2,Victoria,AUS,Australia,25.99480,https://linked.data.gov.au/dataset/asgsed3/UCL/213001,147.61832,-37.82306,10000.00000
213002,Castlemaine,213,"10,000 to 19,999",21,Other Urban,2,Victoria,AUS,Australia,34.68810,https://linked.data.gov.au/dataset/asgsed3/UCL/213002,144.21353,-37.06959,10000.00000
213003,Colac,213,"10,000 to 19,999",21,Other Urban,2,Victoria,AUS,Australia,22.85290,https://linked.data.gov.au/dataset/asgsed3/UCL/213003,143.58721,-38.34966,10000.00000
213004,Drouin,213,"10,000 to 19,999",21,Other Urban,2,Victoria,AUS,Australia,21.98940,https://linked.data.gov.au/dataset/asgsed3/UCL/213004,145.84571,-38.12324,10000.00000
213005,Drysdale,213,"10,000 to 19,999",21,Other Urban,2,Victoria,AUS,Australia,18.87920,https://linked.data.gov.au/dataset/asgsed3/UCL/213005,144.56177,-38.17302,10000.00000
213006,Gisborne,213,"10,000 to 19,999",21,Other Urban,2,Victoria,AUS,Australia,20.82260,https://linked.data.gov.au/dataset/asgsed3/UCL/213006,144.59267,-37.48050,10000.00000
213007,Horsham,213,"10,000 to 19,999",21,Other Urban,2,Victoria,AUS,Australia,40.80430,https://linked.data.gov.au/dataset/asgsed3/UCL/213007,142.19164,-36.73372,10000.00000
213008,Lara,213,"10,000 to 19,999",21,Other Urban,2,Victoria,AUS,Australia,11.52230,https://linked.data.gov.au/dataset/asgsed3/UCL/213008,144.40115,-38.02242,10000.00000
213009,Leopold,213,"10,000 to 19,999",21,Other Urban,2,Victoria,AUS,Australia,5.59530,https://linked.data.gov.au/dataset/asgsed3/UCL/213009,144.46686,-38.18741,10000.00000
213010,Moe,213,"10,000 to 19,999",21,Other Urban,2,Victoria,AUS,Australia,23.90710,https://linked.data.gov.au/dataset/asgsed3/UCL/213010,146.27234,-38.17915,10000.00000
213011,Morwell,213,"10,000 to 19,999",21,Other Urban,2,Victoria,AUS,Australia,14.25710,https://linked.data.gov.au/dataset/asgsed3/UCL/213011,146.42001,-38.23039,10000.00000
213012,Portland,213,"10,000 to 19,999",21,Other Urban,2,Victoria,AUS,Australia,31.51410,https://linked.data.gov.au/dataset/asgsed3/UCL/213012,141.60508,-38.36198,10000.00000
213013,Sale,213,"10,000 to 19,999",21,Other Urban,2,Victoria,AUS,Australia,34.29700,https://linked.data.gov.au/dataset/asgsed3/UCL/213013,147.06630,-38.10060,10000.00000
213014,Swan Hill,213,"10,000 to 19,999",21,Other Urban,2,Victoria,AUS,Australia,21.05290,https://linked.data.gov.au/dataset/asgsed3/UCL/213014,143.54419,-35.34909,10000.00000
213015,Wallan,213,"10,000 to 19,999",21,Other Urban,2,Victoria,AUS,Australia,22.66440,https://linked.data.gov.au/dataset/asgsed3/UCL/213015,144.98786,-37.40343,10000.00000
213016,Wangaratta,213,"10,000 to 19,999",21,Other Urban,2,Victoria,AUS,Australia,40.48900,https://linked.data.gov.au/dataset/asgsed3/UCL/213016,146.30687,-36.35536,10000.00000
213017,Warragul,213,"10,000 to 19,999",21,Other Urban,2,Victoria,AUS,Australia,22.31080,https://linked.data.gov.au/dataset/asgsed3/UCL/213017,145.93513,-38.15638,10000.00000
213018,Yarrawonga,213,"10,000 to 19,999",21,Other Urban,2,Victoria,AUS,Australia,25.29810,https://linked.data.gov.au/dataset/asgsed3/UCL/213018,145.99499,-36.01569,10000.00000
214001,Ararat,214,"5,000 to 9,999",21,Other Urban,2,Victoria,AUS,Australia,13.61740,https://linked.data.gov.au/dataset/asgsed3/UCL/214001,142.93400,-37.28189,5000.00000
214002,Bannockburn,214,"5,000 to 9,999",21,Other Urban,2,Victoria,AUS,Australia,12.31440,https://linked.data.gov.au/dataset/asgsed3/UCL/214002,144.17926,-38.04830,5000.00000
214003,Benalla,214,"5,000 to 9,999",21,Other Urban,2,Victoria,AUS,Australia,25.53100,https://linked.data.gov.au/dataset/asgsed3/UCL/214003,145.98917,-36.55104,5000.00000
214004,Cobram,214,"5,000 to 9,999",21,Other Urban,2,Victoria,AUS,Australia,9.09550,https://linked.data.gov.au/dataset/asgsed3/UCL/214004,145.64962,-35.91689,5000.00000
214005,Corowa,214,"5,000 to 9,999",21,Other Urban,2,Victoria,AUS,Australia,2.02200,https://linked.data.gov.au/dataset/asgsed3/UCL/214005,146.40110,-36.01382,5000.00000
214006,Cowes,214,"5,000 to 9,999",21,Other Urban,2,Victoria,AUS,Australia,10.69880,https://linked.data.gov.au/dataset/asgsed3/UCL/214006,145.23748,-38.45586,5000.00000
214007,Diggers Rest,214,"5,000 to 9,999",21,Other Urban,2,Victoria,AUS,Australia,4.90250,https://linked.data.gov.au/dataset/asgsed3/UCL/214007,144.70763,-37.62446,5000.00000
214008,Hamilton,214,"5,000 to 9,999",21,Other Urban,2,Victoria,AUS,Australia,43.26030,https://linked.data.gov.au/dataset/asgsed3/UCL/214008,142.02780,-37.73221,5000.00000
214009,Healesville,214,"5,000 to 9,999",21,Other Urban,2,Victoria,AUS,Australia,18.94320,https://linked.data.gov.au/dataset/asgsed3/UCL/214009,145.52343,-37.66174,5000.00000
214010,Inverloch,214,"5,000 to 9,999",21,Other Urban,2,Victoria,AUS,Australia,6.43280,https://linked.data.gov.au/dataset/asgsed3/UCL/214010,145.72247,-38.63450,5000.00000
214011,Kilmore,214,"5,000 to 9,999",21,Other Urban,2,Victoria,AUS,Australia,16.43680,https://linked.data.gov.au/dataset/asgsed3/UCL/214011,144.95611,-37.29268,5000.00000
214012,Kyabram,214,"5,000 to 9,999",21,Other Urban,2,Victoria,AUS,Australia,9.16830,https://linked.data.gov.au/dataset/asgsed3/UCL/214012,145.04844,-36.31705,5000.00000
214013,Kyneton,214,"5,000 to 9,999",21,Other Urban,2,Victoria,AUS,Australia,7.25980,https://linked.data.gov.au/dataset/asgsed3/UCL/214013,144.45607,-37.24860,5000.00000
214014,Lakes Entrance,214,"5,000 to 9,999",21,Other Urban,2,Victoria,AUS,Australia,18.78880,https://linked.data.gov.au/dataset/asgsed3/UCL/214014,147.99094,-37.86892,5000.00000
214015,Leongatha,214,"5,000 to 9,999",21,Other Urban,2,Victoria,AUS,Australia,7.24140,https://linked.data.gov.au/dataset/asgsed3/UCL/214015,145.95126,-38.47760,5000.00000
214016,Maryborough,214,"5,000 to 9,999",21,Other Urban,2,Victoria,AUS,Australia,10.03610,https://linked.data.gov.au/dataset/asgsed3/UCL/214016,143.73818,-37.04545,5000.00000
214017,Point Lonsdale,214,"5,000 to 9,999",21,Other Urban,2,Victoria,AUS,Australia,11.27070,https://linked.data.gov.au/dataset/asgsed3/UCL/214017,144.63770,-38.26537,5000.00000
214018,Portarlington,214,"5,000 to 9,999",21,Other Urban,2,Victoria,AUS,Australia,17.14390,https://linked.data.gov.au/dataset/asgsed3/UCL/214018,144.68441,-38.14761,5000.00000
214019,Seymour,214,"5,000 to 9,999",21,Other Urban,2,Victoria,AUS,Australia,12.54390,https://linked.data.gov.au/dataset/asgsed3/UCL/214019,145.15452,-37.02583,5000.00000
214020,Stawell,214,"5,000 to 9,999",21,Other Urban,2,Victoria,AUS,Australia,18.99840,https://linked.data.gov.au/dataset/asgsed3/UCL/214020,142.77038,-37.05201,5000.00000
214021,Whittlesea,214,"5,000 to 9,999",21,Other Urban,2,Victoria,AUS,Australia,7.53770,https://linked.data.gov.au/dataset/asgsed3/UCL/214021,145.12857,-37.51022,5000.00000
214022,Wonthaggi,214,"5,000 to 9,999",21,Other Urban,2,Victoria,AUS,Australia,14.32550,https://linked.data.gov.au/dataset/asgsed3/UCL/214022,145.58864,-38.60362,5000.00000
215001,Aireys Inlet,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,5.21720,https://linked.data.gov.au/dataset/asgsed3/UCL/215001,144.09204,-38.46171,4999.00000
215002,Alexandra,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,6.05110,https://linked.data.gov.au/dataset/asgsed3/UCL/215002,145.70947,-37.19390,4999.00000
215003,Anglesea,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,6.89190,https://linked.data.gov.au/dataset/asgsed3/UCL/215003,144.18216,-38.41015,4999.00000
215004,Apollo Bay,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,2.85910,https://linked.data.gov.au/dataset/asgsed3/UCL/215004,143.66710,-38.75311,4999.00000
215005,Avoca,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,5.30940,https://linked.data.gov.au/dataset/asgsed3/UCL/215005,143.47329,-37.08680,4999.00000
215006,Ballan,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,3.70000,https://linked.data.gov.au/dataset/asgsed3/UCL/215006,144.22789,-37.59816,4999.00000
215007,Balnarring,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,5.90130,https://linked.data.gov.au/dataset/asgsed3/UCL/215007,145.11613,-38.38471,4999.00000
215008,Baranduda,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,2.87400,https://linked.data.gov.au/dataset/asgsed3/UCL/215008,146.94959,-36.18848,4999.00000
215009,Barham,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,2.69500,https://linked.data.gov.au/dataset/asgsed3/UCL/215009,144.12438,-35.63753,4999.00000
215010,Beaconsfield Upper,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,10.09430,https://linked.data.gov.au/dataset/asgsed3/UCL/215010,145.41175,-37.99901,4999.00000
215011,Beaufort,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,4.05580,https://linked.data.gov.au/dataset/asgsed3/UCL/215011,143.38265,-37.42986,4999.00000
215012,Beechworth,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,7.95810,https://linked.data.gov.au/dataset/asgsed3/UCL/215012,146.68966,-36.36420,4999.00000
215013,Beveridge,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,6.53110,https://linked.data.gov.au/dataset/asgsed3/UCL/215013,144.96139,-37.47517,4999.00000
215014,Blind Bight,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,0.54330,https://linked.data.gov.au/dataset/asgsed3/UCL/215014,145.33770,-38.21427,4999.00000
215015,Bright,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,9.47250,https://linked.data.gov.au/dataset/asgsed3/UCL/215015,146.95660,-36.72912,4999.00000
215016,Broadford,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,9.08530,https://linked.data.gov.au/dataset/asgsed3/UCL/215016,145.04758,-37.21320,4999.00000
215017,Bunyip,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,4.54810,https://linked.data.gov.au/dataset/asgsed3/UCL/215017,145.72161,-38.09261,4999.00000
215018,Camperdown,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,4.69300,https://linked.data.gov.au/dataset/asgsed3/UCL/215018,143.14589,-38.23550,4999.00000
215019,Cape Woolamai,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,1.94910,https://linked.data.gov.au/dataset/asgsed3/UCL/215019,145.33605,-38.52714,4999.00000
215020,Casterton,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,4.51580,https://linked.data.gov.au/dataset/asgsed3/UCL/215020,141.40514,-37.59100,4999.00000
215021,Chiltern,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,7.33390,https://linked.data.gov.au/dataset/asgsed3/UCL/215021,146.59492,-36.15367,4999.00000
215022,Churchill,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,6.18510,https://linked.data.gov.au/dataset/asgsed3/UCL/215022,146.41899,-38.31188,4999.00000
215023,Cobden,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,4.25980,https://linked.data.gov.au/dataset/asgsed3/UCL/215023,143.07442,-38.32423,4999.00000
215024,Cohuna,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,3.06710,https://linked.data.gov.au/dataset/asgsed3/UCL/215024,144.21850,-35.80868,4999.00000
215025,Corinella,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,1.82120,https://linked.data.gov.au/dataset/asgsed3/UCL/215025,145.43119,-38.41459,4999.00000
215026,Coronet Bay,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,4.09980,https://linked.data.gov.au/dataset/asgsed3/UCL/215026,145.44494,-38.43331,4999.00000
215027,Corryong,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,2.95520,https://linked.data.gov.au/dataset/asgsed3/UCL/215027,147.90052,-36.19696,4999.00000
215028,Creswick,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,14.89960,https://linked.data.gov.au/dataset/asgsed3/UCL/215028,143.89459,-37.41630,4999.00000
215029,Daylesford,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,17.59770,https://linked.data.gov.au/dataset/asgsed3/UCL/215029,144.13976,-37.34864,4999.00000
215030,Dimboola,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,3.08330,https://linked.data.gov.au/dataset/asgsed3/UCL/215030,142.03066,-36.45418,4999.00000
215031,Donald,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,6.78310,https://linked.data.gov.au/dataset/asgsed3/UCL/215031,142.98799,-36.36923,4999.00000
215032,Euroa,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,6.92540,https://linked.data.gov.au/dataset/asgsed3/UCL/215032,145.57118,-36.75411,4999.00000
215033,Eynesbury,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,2.60360,https://linked.data.gov.au/dataset/asgsed3/UCL/215033,144.55491,-37.78994,4999.00000
215034,Foster,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,3.32910,https://linked.data.gov.au/dataset/asgsed3/UCL/215034,146.20386,-38.65384,4999.00000
215035,Garfield,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,1.88970,https://linked.data.gov.au/dataset/asgsed3/UCL/215035,145.67800,-38.08977,4999.00000
215036,Gembrook,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,2.23450,https://linked.data.gov.au/dataset/asgsed3/UCL/215036,145.55089,-37.95242,4999.00000
215037,Grantville,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,3.26490,https://linked.data.gov.au/dataset/asgsed3/UCL/215037,145.53752,-38.40217,4999.00000
215038,Heathcote,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,6.41410,https://linked.data.gov.au/dataset/asgsed3/UCL/215038,144.71420,-36.92528,4999.00000
215039,Heyfield,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,3.62020,https://linked.data.gov.au/dataset/asgsed3/UCL/215039,146.78687,-37.97875,4999.00000
215040,Heywood,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,6.37320,https://linked.data.gov.au/dataset/asgsed3/UCL/215040,141.62966,-38.13826,4999.00000
215041,Kerang,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,9.20850,https://linked.data.gov.au/dataset/asgsed3/UCL/215041,143.92918,-35.73850,4999.00000
215042,Kinglake,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,6.25740,https://linked.data.gov.au/dataset/asgsed3/UCL/215042,145.34976,-37.53222,4999.00000
215043,Koo Wee Rup,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,2.58480,https://linked.data.gov.au/dataset/asgsed3/UCL/215043,145.49107,-38.19841,4999.00000
215044,Koroit,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,2.27020,https://linked.data.gov.au/dataset/asgsed3/UCL/215044,142.36730,-38.29527,4999.00000
215045,Korumburra,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,5.18560,https://linked.data.gov.au/dataset/asgsed3/UCL/215045,145.82124,-38.43523,4999.00000
215046,Lancefield,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,2.93860,https://linked.data.gov.au/dataset/asgsed3/UCL/215046,144.72910,-37.27797,4999.00000
215047,Lang Lang,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,2.66990,https://linked.data.gov.au/dataset/asgsed3/UCL/215047,145.56828,-38.26883,4999.00000
215048,Longwarry,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,1.88900,https://linked.data.gov.au/dataset/asgsed3/UCL/215048,145.76961,-38.11164,4999.00000
215049,Lorne,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,4.66390,https://linked.data.gov.au/dataset/asgsed3/UCL/215049,143.97552,-38.53746,4999.00000
215050,Macedon,215,"4,999 or less",21,Other Urban,2,Victoria,AUS,Australia,21.41480,https://linked.data.gov.au/dataset/asgsed3/UCL/215050,144.58396,-37.41599,4999.00000
